ID,Name,Sentence,Label,LengthWords,LengthChars
wiki-289,Ethiopia,"The threatened species in Ethiopia can be broken down into three categories  (based on IUCN ratings): critically endangered, endangered, and vulnerable.",1,21,152
wiki-995,Angola,"The festival took place in all the provincial capitals and lasted for 20 days, with the theme Culture as a Factor of Peace and Development.",1,25,139
wiki-296,Email,POP3 email servers   The Post Office Protocol 3  (POP3) is a mail access protocol used by a client application to read messages from the mail server.,1,26,149
wiki-1134,Disease,A condition may be considered a disease in some cultures or eras but not in others.,1,16,83
wiki-179,Holy Roman Empire,Regensburg was the place where envoys met as it was where representatives of the Diet could be reached.,1,18,103
wiki-1525,Crocodile,Vietnamese women who married Chinese men adopted the Chinese taboo.,1,10,67
wiki-1282,Finland,Sprengporten fell out with the king and resigned his commission in 1777.,1,12,72
wiki-339,British Empire,"The death of Charles II of Spain in 1700 and his bequeathal of Spain and its colonial empire to Philippe of Anjou, a grandson of the King of France, raised the prospect of the unification of France, Spain and their respective colonies, an unacceptable state of affairs for England and the other powers of Europe.",1,55,312
wiki-284,Radio,"Radio communication   In radio communication systems, information is carried across space using radio waves.",1,14,108
wiki-1282,Finland,"The Parliament can be dissolved by a recommendation of the Prime Minister, endorsed by the President.",1,16,101
wiki-1265,Estonia,"The Estonian National Defence Policy aim is to guarantee the preservation of the independence and sovereignty of the state, the integrity of its land, territorial waters, airspace and its constitutional order.",1,31,209
wiki-511,Africa,"The peoples of West Africa primarily speak Niger–Congo languages, belonging mostly to its non-Bantu branches, though some Nilo-Saharan and Afro-Asiatic speaking groups are also found.",1,25,183
wiki-664,Weebly,"Its parent company is Square, Inc., and currently has more than 45 million customers around the world.",1,17,102
wiki-422,Louisa May Alcott,The poem describes how proud her father is of her for working as a nurse and helping injured soldiers as well as bringing cheer and love into their home.,1,29,153
wiki-1051,Atlantic cod,"Adaptations include differences in hemoglobin type, osmoregulatory capacity, egg bouyancy, sperm swimming characteristics and spawning season.",1,16,142
wiki-937,Submarine,"Although they occasionally deploy true submarines, most are self-propelled semi-submersibles, where a portion of the craft remains above water at all times.",1,22,156
wiki-1532,Western lowland gorilla,Bush meat hunting and timber harvesting in the western lowland gorilla’s habitat have negatively affected the probability of its survival.,1,20,138
wiki-708,Daylight saving time,"After many hearings, the proposal was narrowly defeated in a parliamentary committee vote in 1909.",1,15,98
wiki-1534,Burkina Faso,"Food insecurity has grown to be a structural problem in Burkina Faso, only to be intensified by high food prices.",1,20,113
wiki-285,Parliament,* Parliament of the Czech Republic  (consisting of the Chamber of Deputies and the Senate),1,15,90
wiki-771,Wasp,"Predatory wasp species normally subdue their prey by stinging it, and then either lay their eggs on it, leaving it in place, or carry it back to their nest where an egg may be laid on the prey item and the nest sealed, or several smaller prey items may be deposited to feed a single developing larva.",1,57,300
wiki-426,Big Bang,In the most common models the universe was filled homogeneously and isotropically with a very high energy density and huge temperatures and pressures and was very rapidly expanding and cooling.,1,30,193
wiki-730,Rosa Parks,"He called ""upon all Americans to observe this day with appropriate service, community, and education programs to honor Rosa Parks's enduring legacy.""",1,22,149
wiki-593,Brescia,"In 1311 Emperor Henry VII laid siege to Brescia for six months, losing three-fourths of his army.",1,17,97
wiki-1135,Richard Wagner,"Wagner was active among socialist German nationalists there, regularly receiving such guests as the conductor and radical editor August Röckel and the Russian anarchist Mikhail Bakunin.",1,26,185
wiki-216,Frida Kahlo,"The wedding was reported by the Mexican and international press, and the marriage was subject to constant media attention in Mexico in the following years, with articles referring to the couple as simply ""Diego and Frida"".",1,36,222
wiki-288,Walmart,"In fiscal 2019 Walmart's international division sales were , or 23.7percent of total sales.",1,14,91
wiki-804,Michelangelo,"The republic was changing after the fall of its leader, anti-Renaissance priest Girolamo Savonarola, who was executed in 1498, and the rise of the gonfaloniere Piero Soderini.",1,27,175
wiki-1705,Lisbon,"In turn, the Jews were confined to three neighbourhoods called  ""Judiarias""    Bairro Alto    Bairro Alto  (literally the upper quarter in Portuguese) is an area of central Lisbon that functions as a residential, shopping and entertainment district; it is the center of the Portuguese capital's nightlife, attracting hipster youth and members of various music subcultures.",1,54,372
wiki-764,Toronto,The number of seniors living in poverty increased from 10.5% in 2011 to 12.1% in 2014.,1,16,86
wiki-1491,The Lion King,"In February 2006, Linda's heirs reached a legal settlement with Abilene Music, who held the worldwide rights and had licensed the song to Disney for an undisclosed amount of money.",1,30,180
wiki-1029,Haram,"In relation to this, cashback reward programs are also prohibited.",1,10,66
wiki-7,Barbie,"In 1964, Mattel bought Greiner & Hausser's copyright and patent rights for the Bild-Lilli doll for $21,600.",1,17,107
wiki-1501,Pakistan,The growth rate of services sector is higher than the growth rate of agriculture and industrial sector.,1,17,103
wiki-1106,Space,"He considered the predicament that would face scientists if they were confined to the surface of an imaginary large sphere with particular properties, known as a sphere-world.",1,27,175
wiki-1022,Francis Drake,"A date of c.1540 is suggested from two portraits: one a miniature painted by Nicholas Hilliard in 1581 when he was allegedly 42, so born circa 1539, while the other, painted in 1594 when he was said to be 53, would give a birth year of around 1541.",1,48,248
wiki-1613,Dolphin,The dolphins are netted only while fishermen are in pursuit of smaller tuna.,1,13,76
wiki-1030,Apple Inc.,"In May 2013, Apple entered the top ten of the Fortune 500 list of companies for the first time, rising 11 places above its 2012 ranking to take the sixth position.",1,31,163
wiki-1264,Harold Wilson,"Two years later, he became Secretary for Overseas Trade, in which capacity he made several official trips to the Soviet Union to negotiate supply contracts.",1,25,156
wiki-280,Pizza,"Other variations of pizzas are also found in other regions of Italy, for example pizza al padellino or pizza al tegamino, a small-sized, thick-crust, deep-dish pizza typically served in Turin, Piedmont.",1,31,202
wiki-1309,Nile crocodile,"The separation of the two is not recognized by the IUCN as their last evaluations of the group was in 2008 and 2009, years before the primary publications supporting the distinction of the West African crocodiles.",1,36,213
wiki-1566,Wuhan,"* Wuhan, capital city of the Hubei Province, is a shopping and culinary tourist destination for both Chinese nationals and overseas visitors.",1,22,141
wiki-449,Month,This cyclical pattern of month lengths matches the musical keyboard alternation of white and black keys  (with the note 'F' correlating to the month of January).,1,26,161
wiki-1302,Imperial units,"Ireland   Ireland has officially changed over to the metric system since entering the European Union, with distances on new road signs being metric since 1997 and speed limits being metric since 2005.",1,32,200
wiki-690,Arithmetic,"He wrote, ""The method of the Indians  (Latin Modus Indoram) surpasses any known method to compute.",1,16,98
wiki-977,Internal combustion engine,The cylinder head also holds the spark plug in the case of spark ignition engines and the injector for engines that use direct injection.,1,24,137
wiki-298,Zürich,"The city is called   in French,   in Italian, and   in Romansh.",1,11,63
wiki-951,Winnipeg,"The railway divided the North End, which housed mainly Eastern Europeans, from the richer Anglo-Saxon southern part of the city.",1,20,128
wiki-666,Irish language,"For example, words ending  and  have a much softer sound, with a tendency to terminate words such as  and  with ""f"", giving  and  respectively.",1,24,143
wiki-128,Bear,Small burrowing mammals like rodents may be dug out and eaten.,1,11,62
wiki-1679,Indian Space Research Organisation,"IRNSS-1C was launched on 16 October 2014, and IRNSS-1D on 28 March 2015.",1,13,72
wiki-1052,Qatar,Suggestions in September 2017 by the presidents of both the United States and Afghanistan have reportedly led to protests from senior officials of the American State Department.,1,27,177
wiki-1415,Atheism,"Also, a study of religious college students found that they were more likely to perceive and interact with atheists negatively after considering their mortality, suggesting that these attitudes may be the result of death anxiety.",1,35,229
